Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,stage,tissue,create_date,version
SRR2967484,RNA-Seq,200,284931000,PRJNA304502,SAMN04304294,215529055,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456930,GSM1957432,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957432,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:31:00Z,1
SRR2967485,RNA-Seq,200,230961000,PRJNA304502,SAMN04304295,175121647,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456931,GSM1957433,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957433,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967486,RNA-Seq,200,328211600,PRJNA304502,SAMN04304296,250348653,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456932,GSM1957434,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957434,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967487,RNA-Seq,200,307780400,PRJNA304502,SAMN04304297,235187476,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456933,GSM1957435,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957435,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967488,RNA-Seq,200,310293000,PRJNA304502,SAMN04304298,238047824,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456934,GSM1957436,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957436,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967489,RNA-Seq,200,302316600,PRJNA304502,SAMN04304209,229739404,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456935,GSM1957437,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957437,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967490,RNA-Seq,200,324023800,PRJNA304502,SAMN04304210,246918761,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456936,GSM1957438,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957438,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967491,RNA-Seq,200,316531400,PRJNA304502,SAMN04304211,241925857,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456937,GSM1957439,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957439,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967492,RNA-Seq,200,348485200,PRJNA304502,SAMN04304212,265762330,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456938,GSM1957440,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957440,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967493,RNA-Seq,200,316816800,PRJNA304502,SAMN04304213,242248703,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456939,GSM1957441,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957441,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:32:00Z,1
SRR2967494,RNA-Seq,200,339429800,PRJNA304502,SAMN04304214,258148093,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456940,GSM1957442,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957442,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:32:00Z,1
SRR2967495,RNA-Seq,200,250682600,PRJNA304502,SAMN04304215,190768232,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456941,GSM1957443,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957443,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:32:00Z,1
SRR2967496,RNA-Seq,200,306061600,PRJNA304502,SAMN04304216,234301729,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456942,GSM1957444,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957444,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:32:00Z,1
SRR2967497,RNA-Seq,200,331964200,PRJNA304502,SAMN04304217,253605026,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456943,GSM1957445,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957445,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:32:00Z,1
SRR2967498,RNA-Seq,200,243299600,PRJNA304502,SAMN04304218,187462213,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456944,GSM1957446,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957446,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967499,RNA-Seq,200,254387200,PRJNA304502,SAMN04304219,195193819,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456945,GSM1957447,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957447,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967500,RNA-Seq,200,254005400,PRJNA304502,SAMN04304220,194393538,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456946,GSM1957448,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957448,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967501,RNA-Seq,200,266630200,PRJNA304502,SAMN04304221,201043474,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456947,GSM1957449,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957449,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967502,RNA-Seq,200,258323400,PRJNA304502,SAMN04304222,197454695,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456948,GSM1957450,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957450,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967503,RNA-Seq,200,305697200,PRJNA304502,SAMN04304223,233382393,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456949,GSM1957451,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957451,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967504,RNA-Seq,200,329773200,PRJNA304502,SAMN04304224,251537169,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456950,GSM1957452,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957452,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967505,RNA-Seq,200,285090400,PRJNA304502,SAMN04304225,218830438,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456951,GSM1957453,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957453,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967506,RNA-Seq,200,309408800,PRJNA304502,SAMN04304226,236227826,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456952,GSM1957454,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957454,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967507,RNA-Seq,200,348039800,PRJNA304502,SAMN04304227,265920379,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456953,GSM1957455,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957455,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967508,RNA-Seq,200,306121800,PRJNA304502,SAMN04304228,230068285,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456954,GSM1957456,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957456,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967509,RNA-Seq,200,405694600,PRJNA304502,SAMN04304229,309106390,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456955,GSM1957457,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957457,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967510,RNA-Seq,200,2313600,PRJNA304502,SAMN04304230,2151700,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456956,GSM1957458,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957458,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:32:00Z,1
SRR2967511,RNA-Seq,200,333823200,PRJNA304502,SAMN04304231,256184681,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456957,GSM1957459,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957459,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967512,RNA-Seq,200,339023400,PRJNA304502,SAMN04304232,253976391,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456958,GSM1957460,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957460,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967513,RNA-Seq,200,361007400,PRJNA304502,SAMN04304233,274657113,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456959,GSM1957461,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957461,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967514,RNA-Seq,200,372934000,PRJNA304502,SAMN04304234,281744699,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456960,GSM1957462,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957462,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967515,RNA-Seq,200,330281000,PRJNA304502,SAMN04304235,251758394,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456961,GSM1957463,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957463,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967516,RNA-Seq,200,300280000,PRJNA304502,SAMN04304236,230231099,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456962,GSM1957464,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957464,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967517,RNA-Seq,200,209420400,PRJNA304502,SAMN04304237,159645165,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456963,GSM1957465,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957465,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:33:00Z,1
SRR2967518,RNA-Seq,200,336945800,PRJNA304502,SAMN04304238,256582407,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456964,GSM1957466,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957466,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967519,RNA-Seq,200,310597400,PRJNA304502,SAMN04303715,234953936,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456965,GSM1957467,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957467,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:34:00Z,1
SRR2967520,RNA-Seq,200,318823200,PRJNA304502,SAMN04303716,239196513,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456966,GSM1957468,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957468,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967521,RNA-Seq,200,315125000,PRJNA304502,SAMN04303717,240297580,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456967,GSM1957469,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957469,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:38:00Z,1
SRR2967522,RNA-Seq,200,386337400,PRJNA304502,SAMN04303718,294960907,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456968,GSM1957470,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957470,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967523,RNA-Seq,200,403976800,PRJNA304502,SAMN04303719,307641676,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456969,GSM1957471,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957471,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:38:00Z,1
SRR2967524,RNA-Seq,200,317441600,PRJNA304502,SAMN04303720,241177090,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456970,GSM1957472,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957472,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:38:00Z,1
SRR2967525,RNA-Seq,200,354338600,PRJNA304502,SAMN04303721,269073357,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456971,GSM1957473,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957473,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967526,RNA-Seq,200,218243200,PRJNA304502,SAMN04303722,164425808,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456972,GSM1957474,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957474,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967527,RNA-Seq,200,323559400,PRJNA304502,SAMN04303723,246171789,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456973,GSM1957475,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957475,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967528,RNA-Seq,200,292025400,PRJNA304502,SAMN04303724,223416107,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456974,GSM1957476,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957476,ESC H9,SRP066834,53 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967529,RNA-Seq,200,286628400,PRJNA304502,SAMN04303725,203035022,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456975,GSM1957477,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957477,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967530,RNA-Seq,200,310984400,PRJNA304502,SAMN04303726,216884835,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456976,GSM1957478,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957478,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967531,RNA-Seq,200,350058400,PRJNA304502,SAMN04303727,247951444,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456977,GSM1957479,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957479,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967532,RNA-Seq,200,304716400,PRJNA304502,SAMN04303728,216345603,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456978,GSM1957480,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957480,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967533,RNA-Seq,200,326266400,PRJNA304502,SAMN04303729,233370510,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456979,GSM1957481,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957481,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:37:00Z,1
SRR2967534,RNA-Seq,200,206919200,PRJNA304502,SAMN04303730,146605926,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456980,GSM1957482,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957482,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:36:00Z,1
SRR2967535,RNA-Seq,200,247662800,PRJNA304502,SAMN04303731,178644234,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456981,GSM1957483,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957483,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:35:00Z,1
SRR2967536,RNA-Seq,200,256285400,PRJNA304502,SAMN04303732,183225034,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456982,GSM1957484,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957484,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:35:00Z,1
SRR2967537,RNA-Seq,200,293389200,PRJNA304502,SAMN04303733,209718978,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456983,GSM1957485,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957485,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:39:00Z,1
SRR2967538,RNA-Seq,200,321868400,PRJNA304502,SAMN04303734,223705965,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456984,GSM1957486,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957486,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:38:00Z,1
SRR2967539,RNA-Seq,200,266899600,PRJNA304502,SAMN04303735,192116080,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456985,GSM1957487,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957487,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:35:00Z,1
SRR2967540,RNA-Seq,200,326048800,PRJNA304502,SAMN04303736,226264145,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456986,GSM1957488,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957488,iPSC 409B2,SRP066834,58 days,Microdissected cortical-like ventricle from cerebral organoid,2015-12-01T09:38:00Z,1
